circuit,tournament,country,year,date,gender,match_num,w_player1,w_p1_birthdate,w_p1_age,w_p1_hgt,w_p1_country,w_player2,w_p2_birthdate,w_p2_age,w_p2_hgt,w_p2_country,w_rank,l_player1,l_p1_birthdate,l_p1_age,l_p1_hgt,l_p1_country,l_player2,l_p2_birthdate,l_p2_age,l_p2_hgt,l_p2_country,l_rank,score,duration,bracket,round,w_p1_tot_attacks,w_p1_tot_kills,w_p1_tot_errors,w_p1_tot_hitpct,w_p1_tot_aces,w_p1_tot_serve_errors,w_p1_tot_blocks,w_p1_tot_digs,w_p2_tot_attacks,w_p2_tot_kills,w_p2_tot_errors,w_p2_tot_hitpct,w_p2_tot_aces,w_p2_tot_serve_errors,w_p2_tot_blocks,w_p2_tot_digs,l_p1_tot_attacks,l_p1_tot_kills,l_p1_tot_errors,l_p1_tot_hitpct,l_p1_tot_aces,l_p1_tot_serve_errors,l_p1_tot_blocks,l_p1_tot_digs,l_p2_tot_attacks,l_p2_tot_kills,l_p2_tot_errors,l_p2_tot_hitpct,l_p2_tot_aces,l_p2_tot_serve_errors,l_p2_tot_blocks,l_p2_tot_digs
AVP,Hermosa Beach,United States,2002,2002-06-07,M,17,Kevin Wong,1972-09-12,29.7330595,79,United States,Stein Metzger,1972-11-17,29.5523614,75,United States,1,Brad Torsone,1975-01-14,27.394935,78,United States,Casey Jennings,1975-07-10,26.9103354,75,United States,17,"21-12, 21-16",00:55:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,18,Eduardo Bacil,1971-03-11,31.2416153,74,Brazil,Fred Souza,1972-05-13,30.0670773,79,Brazil,9,Lee LeGrande,1971-04-23,31.1238877,77,United States,Mike Lambert,1974-04-14,28.1478439,78,United States,8,"21-17, 21-15",00:46:00,Winner's Bracket,Round 2,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,19,Brian Lewis,2068-03-22,34.2094456,73,United States,Scott Ayakatubby,2064-09-11,37.7357974,76,United States,5,David Swatik,1973-02-14,29.3086927,76,United States,Ian Clark,1970-09-02,31.761807,78,United States,12,"21-18, 21-17",00:43:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,20,Sean Scott,1973-06-29,28.9390828,77,United States,Todd Rogers,1973-09-30,28.6844627,74,United States,4,Andy Witt,1978-03-21,24.2135524,78,United States,Brandon Taliaferro,1977-09-28,24.6899384,NA,United States,13,"16-21, 21-13, 15-12",00:57:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,7,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,21,Canyon Ceman,1972-06-21,29.9603012,77,United States,Mike Whitmarsh,NA,NA,79,United States,3,Chris Makos,1973-04-21,29.1279945,75,United States,Pepe Delahoz,1971-10-22,30.6255989,73,United States,19,"21-18, 19-21, 15-12",01:03:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,9,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,0,NA,4,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,22,Albert Hannemann,1970-05-04,32.0930869,75,United States,Jeff Nygaard,1972-08-03,29.8425736,80,United States,6,Mark Williams,1979-01-27,23.3593429,79,Australia,Sean Rosenthal,1980-06-19,21.9657769,76,United States,11,"21-15, 21-18",00:39:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,23,Brent Doble,1970-01-03,32.4243669,78,United States,Karch Kiraly,2060-11-03,41.5906913,74,United States,7,Adam Jewell,1975-06-24,26.954141,77,United States,Collin Smith,1975-05-26,27.0335387,76,United States,10,"21-16, 21-18",00:40:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,24,Dax Holdren,1972-09-04,29.7549624,75,United States,Eric Fonoimoana,1969-06-07,32.9993155,75,United States,2,Eli Fairfield,1979-02-10,23.321013,NA,United States,Scott Davenport,1971-09-12,30.7351129,72,United States,18,"21-11, 21-16",00:40:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,25,Kevin Wong,1972-09-12,29.7330595,79,United States,Stein Metzger,1972-11-17,29.5523614,75,United States,1,Eduardo Bacil,1971-03-11,31.2416153,74,Brazil,Fred Souza,1972-05-13,30.0670773,79,Brazil,9,"21-18, 15-21, 15-10",00:52:00,Winner's Bracket,Round 3,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,4,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,26,Brian Lewis,2068-03-22,34.2094456,73,United States,Scott Ayakatubby,2064-09-11,37.7357974,76,United States,5,Sean Scott,1973-06-29,28.9390828,77,United States,Todd Rogers,1973-09-30,28.6844627,74,United States,4,"21-12, 21-13",00:33:00,Winner's Bracket,Round 3,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,27,Albert Hannemann,1970-05-04,32.0930869,75,United States,Jeff Nygaard,1972-08-03,29.8425736,80,United States,6,Canyon Ceman,1972-06-21,29.9603012,77,United States,Mike Whitmarsh,NA,NA,79,United States,3,"18-21, 21-19, 15-12",01:00:00,Winner's Bracket,Round 3,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,28,Brent Doble,1970-01-03,32.4243669,78,United States,Karch Kiraly,2060-11-03,41.5906913,74,United States,7,Dax Holdren,1972-09-04,29.7549624,75,United States,Eric Fonoimoana,1969-06-07,32.9993155,75,United States,2,"19-21, 21-13, 15-11",NA,Winner's Bracket,Round 3,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,29,Kevin Wong,1972-09-12,29.7330595,79,United States,Stein Metzger,1972-11-17,29.5523614,75,United States,1,Brian Lewis,2068-03-22,34.2094456,73,United States,Scott Ayakatubby,2064-09-11,37.7357974,76,United States,5,"21-12, 29-27",00:49:00,Winner's Bracket,Round 4,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,30,Albert Hannemann,1970-05-04,32.0930869,75,United States,Jeff Nygaard,1972-08-03,29.8425736,80,United States,6,Brent Doble,1970-01-03,32.4243669,78,United States,Karch Kiraly,2060-11-03,41.5906913,74,United States,7,"21-18, 18-21, 15-7",01:01:00,Winner's Bracket,Round 4,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,7,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,31,Chris Guigliano,1974-10-09,27.6605065,77,United States,Donald Suxho,1976-02-21,26.2915811,77,United States,32,Brian Soldano,1977-01-26,25.3607118,73,United States,Jake Elliott,1975-09-27,26.6940452,73,United States,16,"23-21, 21-19",00:47:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,32,Anthony Medel,1978-03-28,24.1943874,75,United States,John Moran,1976-04-19,26.1327858,77,United States,25,Adam Roberts,1976-01-25,26.3655031,73,United States,Jim Walls,1978-03-26,24.1998631,75,United States,24,"17-21, 21-19, 15-12",00:58:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,33,Gaston Macau,1974-10-28,27.6084873,73,United States,Matt Heath,1975-01-08,27.4113621,78,United States,28,David Smith,1972-02-26,30.2778919,75,United States,Leland Quinn,1972-04-03,30.1765914,81,United States,21,"21-18, 22-20",00:49:00,Contender's Bracket,Round 1,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,34,Brian MacDonald,1972-08-15,29.8097194,77,United States,Nick Hannemann,1972-01-12,30.4010951,78,United States,29,David Fischer,1972-04-09,30.1601643,75,United States,Jerry Graham,1971-04-02,31.1813826,74,United States,20,"21-14, 21-15",00:39:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,35,Chip McCaw,1973-03-24,29.2046543,76,United States,John Hyden,1972-10-07,29.6646133,77,United States,30,Daniel Cardenas,2067-08-11,34.8227242,77,Cuba,Jim Nichols,2066-11-04,35.5893224,71,United States,14,"30-32, 21-15, 18-16",01:02:00,Contender's Bracket,Round 1,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,36,Alika Williams,1975-07-13,26.9021218,71,United States,Paul Baxter,1972-02-01,30.3463381,77,United States,22,Jeff Hall,1971-04-26,31.1156742,NA,United States,Matt Olson,1980-01-02,22.4284736,74,United States,27,"21-18, 21-17",00:39:00,Contender's Bracket,Round 1,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,37,Chad Mowrey,1977-07-19,24.8843258,73,United States,Colin Wellman,1974-12-26,27.4469541,79,United States,23,Jason Ring,1974-07-21,27.8795346,75,United States,Reid Priddy,1977-10-01,24.6817248,76,United States,26,"16-21, 21-16, 15-13",00:57:00,Contender's Bracket,Round 1,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,38,Aaron Boss,1970-11-30,31.5181383,78,United States,Scott Lane,1974-02-21,28.2902122,78,United States,15,Everett Matthews,1977-03-29,25.1909651,72,Canada,Jason Kruger,1978-05-16,24.0602327,76,Canada,31,"21-13, 21-17",00:40:00,Contender's Bracket,Round 1,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,39,Eli Fairfield,1979-02-10,23.321013,NA,United States,Scott Davenport,1971-09-12,30.7351129,72,United States,18,Chris Guigliano,1974-10-09,27.6605065,77,United States,Donald Suxho,1976-02-21,26.2915811,77,United States,32,"21-17, 21-15",00:42:00,Contender's Bracket,Round 2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,40,Adam Jewell,1975-06-24,26.954141,77,United States,Collin Smith,1975-05-26,27.0335387,76,United States,10,Anthony Medel,1978-03-28,24.1943874,75,United States,John Moran,1976-04-19,26.1327858,77,United States,25,"21-16, 21-18",00:42:00,Contender's Bracket,Round 2,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,41,Mark Williams,1979-01-27,23.3593429,79,Australia,Sean Rosenthal,1980-06-19,21.9657769,76,United States,11,Gaston Macau,1974-10-28,27.6084873,73,United States,Matt Heath,1975-01-08,27.4113621,78,United States,28,"21-10, 21-15",00:35:00,Contender's Bracket,Round 2,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,42,Chris Makos,1973-04-21,29.1279945,75,United States,Pepe Delahoz,1971-10-22,30.6255989,73,United States,19,Brian MacDonald,1972-08-15,29.8097194,77,United States,Nick Hannemann,1972-01-12,30.4010951,78,United States,29,"21-14, 23-21",00:42:00,Contender's Bracket,Round 2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,43,Andy Witt,1978-03-21,24.2135524,78,United States,Brandon Taliaferro,1977-09-28,24.6899384,NA,United States,13,Chip McCaw,1973-03-24,29.2046543,76,United States,John Hyden,1972-10-07,29.6646133,77,United States,30,"21-17, 24-22",00:48:00,Contender's Bracket,Round 2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,2,NA,1,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,44,Alika Williams,1975-07-13,26.9021218,71,United States,Paul Baxter,1972-02-01,30.3463381,77,United States,22,David Swatik,1973-02-14,29.3086927,76,United States,Ian Clark,1970-09-02,31.761807,78,United States,12,"21-17, 21-19",00:40:00,Contender's Bracket,Round 2,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,45,Lee LeGrande,1971-04-23,31.1238877,77,United States,Mike Lambert,1974-04-14,28.1478439,78,United States,8,Chad Mowrey,1977-07-19,24.8843258,73,United States,Colin Wellman,1974-12-26,27.4469541,79,United States,23,"21-19, 21-15",00:40:00,Contender's Bracket,Round 2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,46,Brad Torsone,1975-01-14,27.394935,78,United States,Casey Jennings,1975-07-10,26.9103354,75,United States,17,Aaron Boss,1970-11-30,31.5181383,78,United States,Scott Lane,1974-02-21,28.2902122,78,United States,15,"21-16, 21-18",00:40:00,Contender's Bracket,Round 2,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,47,Adam Jewell,1975-06-24,26.954141,77,United States,Collin Smith,1975-05-26,27.0335387,76,United States,10,Eli Fairfield,1979-02-10,23.321013,NA,United States,Scott Davenport,1971-09-12,30.7351129,72,United States,18,"22-20, 18-21, 15-13",01:06:00,Contender's Bracket,Round 3,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,48,Mark Williams,1979-01-27,23.3593429,79,Australia,Sean Rosenthal,1980-06-19,21.9657769,76,United States,11,Chris Makos,1973-04-21,29.1279945,75,United States,Pepe Delahoz,1971-10-22,30.6255989,73,United States,19,"19-21, 22-20, 15-9",00:52:00,Contender's Bracket,Round 3,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,49,Alika Williams,1975-07-13,26.9021218,71,United States,Paul Baxter,1972-02-01,30.3463381,77,United States,22,Andy Witt,1978-03-21,24.2135524,78,United States,Brandon Taliaferro,1977-09-28,24.6899384,NA,United States,13,"15-21, 21-16, 15-9",00:54:00,Contender's Bracket,Round 3,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,50,Brad Torsone,1975-01-14,27.394935,78,United States,Casey Jennings,1975-07-10,26.9103354,75,United States,17,Lee LeGrande,1971-04-23,31.1238877,77,United States,Mike Lambert,1974-04-14,28.1478439,78,United States,8,"23-21, 16-21, 15-13",01:10:00,Contender's Bracket,Round 3,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,2,NA,2,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,51,Sean Scott,1973-06-29,28.9390828,77,United States,Todd Rogers,1973-09-30,28.6844627,74,United States,4,Adam Jewell,1975-06-24,26.954141,77,United States,Collin Smith,1975-05-26,27.0335387,76,United States,10,"21-17, 21-11",00:46:00,Contender's Bracket,Round 4,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,52,Eduardo Bacil,1971-03-11,31.2416153,74,Brazil,Fred Souza,1972-05-13,30.0670773,79,Brazil,9,Mark Williams,1979-01-27,23.3593429,79,Australia,Sean Rosenthal,1980-06-19,21.9657769,76,United States,11,"21-17, 21-19",00:46:00,Contender's Bracket,Round 4,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,53,Dax Holdren,1972-09-04,29.7549624,75,United States,Eric Fonoimoana,1969-06-07,32.9993155,75,United States,2,Alika Williams,1975-07-13,26.9021218,71,United States,Paul Baxter,1972-02-01,30.3463381,77,United States,22,"21-15, 21-15",00:42:00,Contender's Bracket,Round 4,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,54,Brad Torsone,1975-01-14,27.394935,78,United States,Casey Jennings,1975-07-10,26.9103354,75,United States,17,Canyon Ceman,1972-06-21,29.9603012,77,United States,Mike Whitmarsh,NA,NA,79,United States,3,"26-28, 21-13, 15-9",00:59:00,Contender's Bracket,Round 4,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,55,Eduardo Bacil,1971-03-11,31.2416153,74,Brazil,Fred Souza,1972-05-13,30.0670773,79,Brazil,9,Sean Scott,1973-06-29,28.9390828,77,United States,Todd Rogers,1973-09-30,28.6844627,74,United States,4,"16-21, 21-14, 15-11",00:52:00,Contender's Bracket,Round 5,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,56,Dax Holdren,1972-09-04,29.7549624,75,United States,Eric Fonoimoana,1969-06-07,32.9993155,75,United States,2,Brad Torsone,1975-01-14,27.394935,78,United States,Casey Jennings,1975-07-10,26.9103354,75,United States,17,"21-16, 21-15",00:45:00,Contender's Bracket,Round 5,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,57,Eduardo Bacil,1971-03-11,31.2416153,74,Brazil,Fred Souza,1972-05-13,30.0670773,79,Brazil,9,Brent Doble,1970-01-03,32.4243669,78,United States,Karch Kiraly,2060-11-03,41.5906913,74,United States,7,"17-21, 21-13, 15-12",00:59:00,Contender's Bracket,Round 6,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,7,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,58,Brian Lewis,2068-03-22,34.2094456,73,United States,Scott Ayakatubby,2064-09-11,37.7357974,76,United States,5,Dax Holdren,1972-09-04,29.7549624,75,United States,Eric Fonoimoana,1969-06-07,32.9993155,75,United States,2,"21-18, 21-17",00:44:00,Contender's Bracket,Round 6,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,59,Kevin Wong,1972-09-12,29.7330595,79,United States,Stein Metzger,1972-11-17,29.5523614,75,United States,1,Eduardo Bacil,1971-03-11,31.2416153,74,Brazil,Fred Souza,1972-05-13,30.0670773,79,Brazil,9,"21-15, 21-11",00:44:00,Semifinals,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,60,Albert Hannemann,1970-05-04,32.0930869,75,United States,Jeff Nygaard,1972-08-03,29.8425736,80,United States,6,Brian Lewis,2068-03-22,34.2094456,73,United States,Scott Ayakatubby,2064-09-11,37.7357974,76,United States,5,"15-21, 9-7",00:40:00,Semifinals,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,61,Albert Hannemann,1970-05-04,32.0930869,75,United States,Jeff Nygaard,1972-08-03,29.8425736,80,United States,6,Kevin Wong,1972-09-12,29.7330595,79,United States,Stein Metzger,1972-11-17,29.5523614,75,United States,1,"18-21, 29-27, 27-25",01:40:00,Finals,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,W,1,Marla O'Hara,2061-02-22,41.2867899,69,United States,Pat Keller,2068-09-09,33.7412731,70,United States,16,Kaili Kimura,1974-07-28,27.8603696,69,United States,Sarah Schroeder,1976-08-01,25.8480493,66,United States,17,"21-15, 21-19",00:43:00,Winner's Bracket,Round 1,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,W,2,Heidi Ilustre,1977-12-12,24.4845996,70,Philippines,Tanya Fuamatu-Anderson,1974-04-28,28.109514,67,United States,9,Helen Reale,2063-11-22,38.5407255,70,United States,Valerie Duringer,2066-04-11,36.1560575,71,United States,24,"21-14, 21-13",00:38:00,Winner's Bracket,Round 1,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,W,3,Gracie Santana-Baeni,1970-09-01,31.7645448,71,Switzerland,Lia Young,1972-09-17,29.7193703,67,United States,12,Barbara Khozam,2065-10-29,36.605065,70,United States,Erin Galli,2066-10-20,35.6303901,70,United States,21,"21-18, 21-17",00:40:00,Winner's Bracket,Round 1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,W,4,Kimberly Coleman,1976-02-19,26.2970568,72,United States,Nancy Reynolds,1970-11-24,31.5345654,69,United States,13,Liz Pagano,1971-10-27,30.611909699999998,69,United States,Michelle Hughes,1969-11-07,32.5804244,67,United States,20,"21-18, 21-19",00:38:00,Winner's Bracket,Round 1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,W,5,Marsha Miller,1969-01-15,33.3908282,73,United States,Rhonda Kottke,2067-11-08,34.5790554,72,United States,14,Daven Allison,1976-11-13,25.5633128,69,United States,Kim Zuffelato,1971-06-09,30.9952088,71,United States,19,"17-21, 21-19, 21-19",00:58:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,W,6,Heather Lowe,1975-04-13,27.1512663,72,United States,Jennifer Kessy,1977-07-31,24.8514716,72,United States,11,Angie Akers,1976-06-30,25.9356605,72,United States,Jenny Pavley,1976-06-17,25.9712526,68,United States,22,"26-28, 21-19, 15-12",00:57:00,Winner's Bracket,Round 1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA
