circuit,tournament,country,year,date,gender,match_num,w_player1,w_p1_birthdate,w_p1_age,w_p1_hgt,w_p1_country,w_player2,w_p2_birthdate,w_p2_age,w_p2_hgt,w_p2_country,w_rank,l_player1,l_p1_birthdate,l_p1_age,l_p1_hgt,l_p1_country,l_player2,l_p2_birthdate,l_p2_age,l_p2_hgt,l_p2_country,l_rank,score,duration,bracket,round,w_p1_tot_attacks,w_p1_tot_kills,w_p1_tot_errors,w_p1_tot_hitpct,w_p1_tot_aces,w_p1_tot_serve_errors,w_p1_tot_blocks,w_p1_tot_digs,w_p2_tot_attacks,w_p2_tot_kills,w_p2_tot_errors,w_p2_tot_hitpct,w_p2_tot_aces,w_p2_tot_serve_errors,w_p2_tot_blocks,w_p2_tot_digs,l_p1_tot_attacks,l_p1_tot_kills,l_p1_tot_errors,l_p1_tot_hitpct,l_p1_tot_aces,l_p1_tot_serve_errors,l_p1_tot_blocks,l_p1_tot_digs,l_p2_tot_attacks,l_p2_tot_kills,l_p2_tot_errors,l_p2_tot_hitpct,l_p2_tot_aces,l_p2_tot_serve_errors,l_p2_tot_blocks,l_p2_tot_digs
AVP,Huntington Beach,United States,2002,2002-05-24,M,1,Kevin Wong,1972-09-12,29.6947296,79,United States,Stein Metzger,1972-11-17,29.5140315,75,United States,1,Chuck Moore,1973-08-18,28.7638604,76,United States,Ed Ratledge,1976-12-16,25.4346338,80,United States,32,"21-18, 21-12",00:33:00,Winner's Bracket,Round 1,NA,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,2,Brad Torsone,1975-01-14,27.3566051,78,United States,Casey Jennings,1975-07-10,26.8720055,75,United States,16,Mark Paaluhi,1971-03-08,31.211499,75,United States,Nick Hannemann,1972-01-12,30.3627652,78,United States,17,"21-16, 17-21, 15-10",00:57:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,3,Eduardo Bacil,1971-03-11,31.2032854,74,Brazil,Fred Souza,1972-05-13,30.0287474,79,Brazil,24,Adam Jewell,1975-06-24,26.9158111,77,United States,Collin Smith,1975-05-26,26.9952088,76,United States,9,"21-18, 21-18",00:46:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,4,Brent Doble,1970-01-03,32.386037,78,United States,Karch Kiraly,2060-11-03,41.5523614,74,United States,8,David Swatik,1973-02-14,29.2703628,76,United States,Mike Mattarocci,1969-10-05,32.6324435,80,United States,25,"21-16, 21-15",00:44:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,5,Albert Hannemann,1970-05-04,32.054757,75,United States,Jeff Nygaard,1972-08-03,29.8042437,80,United States,5,Adam Roberts,1976-01-25,26.3271732,73,United States,Jim Walls,1978-03-26,24.1615332,75,United States,28,"20-22, 23-21, 15-10",01:08:00,Winner's Bracket,Round 1,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,6,Jason Ring,1974-07-21,27.8412047,75,United States,Paul Baxter,1972-02-01,30.3080082,77,United States,12,Eli Fairfield,1979-02-10,23.2826831,NA,United States,Juan Rodriguez Ibarra,1969-05-30,32.9828884,76,Mexico,21,"21-15, 16-21, 15-11",00:55:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,7,Aaron Boss,1970-11-30,31.4798084,78,United States,Scott Lane,1974-02-21,28.2518823,78,United States,13,David Smith,1972-02-26,30.239561900000002,75,United States,Leland Quinn,1972-04-03,30.1382615,81,United States,20,"21-15, 22-20",00:46:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,8,Canyon Ceman,1972-06-21,29.9219713,77,United States,Mike Whitmarsh,NA,NA,79,United States,4,Chris Makos,1973-04-21,29.0896646,75,United States,Scott Wong,1978-12-31,23.394935,77,United States,29,"21-11, 21-16",00:32:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,3,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,9,Dax Holdren,1972-09-04,29.7166324,75,United States,Eric Fonoimoana,1969-06-07,32.9609856,75,United States,3,Evan Silberstein,1975-10-13,26.611909699999998,68,United States,Jim Van Zwieten,1977-09-25,24.659822,77,United States,30,"21-17, 21-12",00:34:00,Winner's Bracket,Round 1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,10,Mark Williams,1979-01-27,23.321013,79,Australia,Sean Rosenthal,1980-06-19,21.927447,76,United States,14,David Fischer,1972-04-09,30.1218344,75,United States,Jerry Graham,1971-04-02,31.1430527,74,United States,19,"21-17, 21-18",00:37:00,Winner's Bracket,Round 1,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,11,Brian Lewis,2068-03-22,34.1711157,73,United States,Scott Ayakatubby,2064-09-11,37.6974675,76,United States,22,Daniel Cardenas,2067-08-11,34.7843943,77,Cuba,Pepe Delahoz,1971-10-22,30.587269,73,United States,11,"25-27, 22-20, 15-8",01:01:00,Winner's Bracket,Round 1,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,0,NA,9,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,12,Carl Henkel,1969-08-16,32.7693361,79,United States,Dain Blanton,1971-11-28,30.4859685,75,United States,6,Skyler Davis,1976-07-26,25.8261465,74,United States,Tim Wooliver,1975-09-19,26.6776181,73,United States,27,"21-15, 21-13",00:40:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,13,Andy Witt,1978-03-21,24.1752225,78,United States,Brandon Taliaferro,1977-09-28,24.6516085,NA,United States,26,Ian Clark,1970-09-02,31.7234771,78,United States,Scott Davenport,1971-09-12,30.696783,72,United States,7,"22-20, 16-21, 15-9",00:57:00,Winner's Bracket,Round 1,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,14,Lee LeGrande,1971-04-23,31.0855578,77,United States,Mike Lambert,1974-04-14,28.109514,78,United States,10,Chad Mowrey,1977-07-19,24.8459959,73,United States,John Anselmo,1970-05-16,32.0219028,73,United States,23,"17-21, 23-21, 18-16",01:03:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,4,NA,1,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,15,Brian Soldano,1977-01-26,25.3223819,73,United States,Jake Elliott,1975-09-27,26.6557153,73,United States,15,Colin Wellman,1974-12-26,27.4086242,79,United States,Jim Nichols,2066-11-04,35.5509925,71,United States,18,"21-11, 21-12",00:34:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,16,Sean Scott,1973-06-29,28.9007529,77,United States,Todd Rogers,1973-09-30,28.6461328,74,United States,2,Gaston Macau,1974-10-28,27.5701574,73,United States,Matt Heath,1975-01-08,27.3730322,78,United States,31,"21-17, 21-12",00:27:00,Winner's Bracket,Round 1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,17,Kevin Wong,1972-09-12,29.6947296,79,United States,Stein Metzger,1972-11-17,29.5140315,75,United States,1,Brad Torsone,1975-01-14,27.3566051,78,United States,Casey Jennings,1975-07-10,26.8720055,75,United States,16,"21-18, 21-17",00:39:00,Winner's Bracket,Round 2,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,18,Brent Doble,1970-01-03,32.386037,78,United States,Karch Kiraly,2060-11-03,41.5523614,74,United States,8,Eduardo Bacil,1971-03-11,31.2032854,74,Brazil,Fred Souza,1972-05-13,30.0287474,79,Brazil,24,"21-19, 26-24",01:12:00,Winner's Bracket,Round 2,NA,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,5,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,19,Albert Hannemann,1970-05-04,32.054757,75,United States,Jeff Nygaard,1972-08-03,29.8042437,80,United States,5,Jason Ring,1974-07-21,27.8412047,75,United States,Paul Baxter,1972-02-01,30.3080082,77,United States,12,"17-21, 21-18, 16-14",01:00:00,Winner's Bracket,Round 2,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,20,Canyon Ceman,1972-06-21,29.9219713,77,United States,Mike Whitmarsh,NA,NA,79,United States,4,Aaron Boss,1970-11-30,31.4798084,78,United States,Scott Lane,1974-02-21,28.2518823,78,United States,13,"19-21, 21-18, 15-5",00:54:00,Winner's Bracket,Round 2,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,21,Dax Holdren,1972-09-04,29.7166324,75,United States,Eric Fonoimoana,1969-06-07,32.9609856,75,United States,3,Mark Williams,1979-01-27,23.321013,79,Australia,Sean Rosenthal,1980-06-19,21.927447,76,United States,14,"21-14, 24-22",00:45:00,Winner's Bracket,Round 2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,22,Brian Lewis,2068-03-22,34.1711157,73,United States,Scott Ayakatubby,2064-09-11,37.6974675,76,United States,22,Carl Henkel,1969-08-16,32.7693361,79,United States,Dain Blanton,1971-11-28,30.4859685,75,United States,6,"21-18, 18-21, 15-11",01:05:00,Winner's Bracket,Round 2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,23,Lee LeGrande,1971-04-23,31.0855578,77,United States,Mike Lambert,1974-04-14,28.109514,78,United States,10,Andy Witt,1978-03-21,24.1752225,78,United States,Brandon Taliaferro,1977-09-28,24.6516085,NA,United States,26,"21-18, 27-25",00:55:00,Winner's Bracket,Round 2,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,24,Sean Scott,1973-06-29,28.9007529,77,United States,Todd Rogers,1973-09-30,28.6461328,74,United States,2,Brian Soldano,1977-01-26,25.3223819,73,United States,Jake Elliott,1975-09-27,26.6557153,73,United States,15,"21-15, 21-13",00:33:00,Winner's Bracket,Round 2,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,25,Kevin Wong,1972-09-12,29.6947296,79,United States,Stein Metzger,1972-11-17,29.5140315,75,United States,1,Brent Doble,1970-01-03,32.386037,78,United States,Karch Kiraly,2060-11-03,41.5523614,74,United States,8,"21-13, 21-12",01:05:00,Winner's Bracket,Round 3,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,26,Canyon Ceman,1972-06-21,29.9219713,77,United States,Mike Whitmarsh,NA,NA,79,United States,4,Albert Hannemann,1970-05-04,32.054757,75,United States,Jeff Nygaard,1972-08-03,29.8042437,80,United States,5,"21-18, 21-18",00:45:00,Winner's Bracket,Round 3,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,27,Dax Holdren,1972-09-04,29.7166324,75,United States,Eric Fonoimoana,1969-06-07,32.9609856,75,United States,3,Brian Lewis,2068-03-22,34.1711157,73,United States,Scott Ayakatubby,2064-09-11,37.6974675,76,United States,22,"21-15, 21-14",00:39:00,Winner's Bracket,Round 3,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,28,Sean Scott,1973-06-29,28.9007529,77,United States,Todd Rogers,1973-09-30,28.6461328,74,United States,2,Lee LeGrande,1971-04-23,31.0855578,77,United States,Mike Lambert,1974-04-14,28.109514,78,United States,10,"21-18, 21-19",00:42:00,Winner's Bracket,Round 3,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,29,Canyon Ceman,1972-06-21,29.9219713,77,United States,Mike Whitmarsh,NA,NA,79,United States,4,Kevin Wong,1972-09-12,29.6947296,79,United States,Stein Metzger,1972-11-17,29.5140315,75,United States,1,"21-16, 21-13",00:33:00,Winner's Bracket,Round 4,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,30,Dax Holdren,1972-09-04,29.7166324,75,United States,Eric Fonoimoana,1969-06-07,32.9609856,75,United States,3,Sean Scott,1973-06-29,28.9007529,77,United States,Todd Rogers,1973-09-30,28.6461328,74,United States,2,"21-18, 23-21",00:43:00,Winner's Bracket,Round 4,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,31,Chuck Moore,1973-08-18,28.7638604,76,United States,Ed Ratledge,1976-12-16,25.4346338,80,United States,32,Mark Paaluhi,1971-03-08,31.211499,75,United States,Nick Hannemann,1972-01-12,30.3627652,78,United States,17,"21-19, 20-22, 15-12",01:08:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,32,Adam Jewell,1975-06-24,26.9158111,77,United States,Collin Smith,1975-05-26,26.9952088,76,United States,9,David Swatik,1973-02-14,29.2703628,76,United States,Mike Mattarocci,1969-10-05,32.6324435,80,United States,25,"19-21, 21-19, 15-10",01:00:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,33,Eli Fairfield,1979-02-10,23.2826831,NA,United States,Juan Rodriguez Ibarra,1969-05-30,32.9828884,76,Mexico,21,Adam Roberts,1976-01-25,26.3271732,73,United States,Jim Walls,1978-03-26,24.1615332,75,United States,28,"21-17, 21-19",00:41:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,34,David Smith,1972-02-26,30.239561900000002,75,United States,Leland Quinn,1972-04-03,30.1382615,81,United States,20,Chris Makos,1973-04-21,29.0896646,75,United States,Scott Wong,1978-12-31,23.394935,77,United States,29,"21-18, 21-15",00:35:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,35,David Fischer,1972-04-09,30.1218344,75,United States,Jerry Graham,1971-04-02,31.1430527,74,United States,19,Evan Silberstein,1975-10-13,26.611909699999998,68,United States,Jim Van Zwieten,1977-09-25,24.659822,77,United States,30,"21-13, 21-17",00:36:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,36,Daniel Cardenas,2067-08-11,34.7843943,77,Cuba,Pepe Delahoz,1971-10-22,30.587269,73,United States,11,Skyler Davis,1976-07-26,25.8261465,74,United States,Tim Wooliver,1975-09-19,26.6776181,73,United States,27,"21-11, 21-16",00:40:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,37,Ian Clark,1970-09-02,31.7234771,78,United States,Scott Davenport,1971-09-12,30.696783,72,United States,7,Chad Mowrey,1977-07-19,24.8459959,73,United States,John Anselmo,1970-05-16,32.0219028,73,United States,23,"21-15, 19-21, 15-10",01:07:00,Contender's Bracket,Round 1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,38,Colin Wellman,1974-12-26,27.4086242,79,United States,Jim Nichols,2066-11-04,35.5509925,71,United States,18,Gaston Macau,1974-10-28,27.5701574,73,United States,Matt Heath,1975-01-08,27.3730322,78,United States,31,"21-18, 30-28",00:55:00,Contender's Bracket,Round 1,NA,NA,NA,NA,0,NA,8,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,39,Brian Soldano,1977-01-26,25.3223819,73,United States,Jake Elliott,1975-09-27,26.6557153,73,United States,15,Chuck Moore,1973-08-18,28.7638604,76,United States,Ed Ratledge,1976-12-16,25.4346338,80,United States,32,"22-20, 21-11",00:46:00,Contender's Bracket,Round 2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,40,Andy Witt,1978-03-21,24.1752225,78,United States,Brandon Taliaferro,1977-09-28,24.6516085,NA,United States,26,Adam Jewell,1975-06-24,26.9158111,77,United States,Collin Smith,1975-05-26,26.9952088,76,United States,9,"21-19, 21-19",00:46:00,Contender's Bracket,Round 2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,41,Carl Henkel,1969-08-16,32.7693361,79,United States,Dain Blanton,1971-11-28,30.4859685,75,United States,6,Eli Fairfield,1979-02-10,23.2826831,NA,United States,Juan Rodriguez Ibarra,1969-05-30,32.9828884,76,Mexico,21,"19-21, 21-17, 15-12",00:51:00,Contender's Bracket,Round 2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,42,Mark Williams,1979-01-27,23.321013,79,Australia,Sean Rosenthal,1980-06-19,21.927447,76,United States,14,David Smith,1972-02-26,30.239561900000002,75,United States,Leland Quinn,1972-04-03,30.1382615,81,United States,20,"21-15, 21-16",00:41:00,Contender's Bracket,Round 2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,43,Aaron Boss,1970-11-30,31.4798084,78,United States,Scott Lane,1974-02-21,28.2518823,78,United States,13,David Fischer,1972-04-09,30.1218344,75,United States,Jerry Graham,1971-04-02,31.1430527,74,United States,19,"23-21, 21-19",00:49:00,Contender's Bracket,Round 2,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,44,Jason Ring,1974-07-21,27.8412047,75,United States,Paul Baxter,1972-02-01,30.3080082,77,United States,12,Daniel Cardenas,2067-08-11,34.7843943,77,Cuba,Pepe Delahoz,1971-10-22,30.587269,73,United States,11,"21-16, 14-21, 18-16",01:06:00,Contender's Bracket,Round 2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,45,Eduardo Bacil,1971-03-11,31.2032854,74,Brazil,Fred Souza,1972-05-13,30.0287474,79,Brazil,24,Ian Clark,1970-09-02,31.7234771,78,United States,Scott Davenport,1971-09-12,30.696783,72,United States,7,"21-16, 21-13",00:39:00,Contender's Bracket,Round 2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,46,Brad Torsone,1975-01-14,27.3566051,78,United States,Casey Jennings,1975-07-10,26.8720055,75,United States,16,Colin Wellman,1974-12-26,27.4086242,79,United States,Jim Nichols,2066-11-04,35.5509925,71,United States,18,"21-15, 21-15",00:39:00,Contender's Bracket,Round 2,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,47,Brian Soldano,1977-01-26,25.3223819,73,United States,Jake Elliott,1975-09-27,26.6557153,73,United States,15,Andy Witt,1978-03-21,24.1752225,78,United States,Brandon Taliaferro,1977-09-28,24.6516085,NA,United States,26,"21-19, 22-20",00:48:00,Contender's Bracket,Round 3,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,48,Mark Williams,1979-01-27,23.321013,79,Australia,Sean Rosenthal,1980-06-19,21.927447,76,United States,14,Carl Henkel,1969-08-16,32.7693361,79,United States,Dain Blanton,1971-11-28,30.4859685,75,United States,6,"21-16, 21-19",00:39:00,Contender's Bracket,Round 3,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,49,Jason Ring,1974-07-21,27.8412047,75,United States,Paul Baxter,1972-02-01,30.3080082,77,United States,12,Aaron Boss,1970-11-30,31.4798084,78,United States,Scott Lane,1974-02-21,28.2518823,78,United States,13,"21-17, 21-19",00:37:00,Contender's Bracket,Round 3,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,50,Eduardo Bacil,1971-03-11,31.2032854,74,Brazil,Fred Souza,1972-05-13,30.0287474,79,Brazil,24,Brad Torsone,1975-01-14,27.3566051,78,United States,Casey Jennings,1975-07-10,26.8720055,75,United States,16,"23-21, 21-12",00:30:00,Contender's Bracket,Round 3,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,0,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,51,Albert Hannemann,1970-05-04,32.054757,75,United States,Jeff Nygaard,1972-08-03,29.8042437,80,United States,5,Brian Soldano,1977-01-26,25.3223819,73,United States,Jake Elliott,1975-09-27,26.6557153,73,United States,15,"14-21, 21-16, 15-8",NA,Contender's Bracket,Round 4,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,2,NA
AVP,Huntington Beach,United States,2002,2002-05-24,M,52,Brent Doble,1970-01-03,32.386037,78,United States,Karch Kiraly,2060-11-03,41.5523614,74,United States,8,Mark Williams,1979-01-27,23.321013,79,Australia,Sean Rosenthal,1980-06-19,21.927447,76,United States,14,"21-15, 21-10",00:30:00,Contender's Bracket,Round 4,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
